[*] Record ID,High impact job before?,Course,Iteration,Role,Source,Evaluation,Decision,Attendance,Project quality,High impact job after?
recCiygBbaGI3v92n,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Neutral,Accept,100%,Low-quality,No
recG1y9v4WgOXREvw,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,100%,Low-quality,No
recSWeCIXE17eajfr,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Weak yes,Accept,75-99%,Low-quality,No
recSAoGMECVvTDxSz,No,Pandemics,Pandemics (2024 May W21),Participant,Ads,Neutral,Accept,100%,Low-quality,No
recnzUTl0Yf0rTjqN,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,Low-quality,No
recScr5rS2abIIFJB,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Weak yes,Accept,100%,Low-quality,No
recnJPBKtAbEmVO5U,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Weak yes,Accept,75-99%,Low-quality,No
recpvmjA1ribAFoHy,No,AI Governance,AI Governance (2023 Jun W26),Facilitator,Other,Neutral,Accept,100%,Low-quality,No
recLMFmwqGprDjlWR,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Blogs,Neutral,Accept,75-99%,Low-quality,No
recdoMGdrDNR0iYRL,No,Pandemics,Pandemics (2024 May W21),Participant,Organic Social Media,Neutral,Accept,50-75%,Low-quality,No
rec2nHbB6vq3zJVIQ,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Weak yes,Accept,50-75%,Low-quality,No
recISmu4EdTs37xNB,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Communities,Weak yes,Accept,100%,Low-quality,No
recSauFxNpdGyzHY3,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Weak yes,Accept,100%,Low-quality,No
recSgCKVBffEV2xKW,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Weak yes,Accept,100%,Low-quality,No
recWYSodBqN4rUNXj,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Accept,75-99%,Low-quality,No
rec7M56zy8UcsXiTh,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Neutral,Accept,75-99%,Low-quality,No
recTMp7B7fOYcwuKG,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Neutral,Accept,75-99%,Low-quality,No
rectEynMrvm1rfO6R,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Mailing List,Neutral,Accept,75-99%,Low-quality,No
recJgCL8Vel6duIIx,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Weak yes,Accept,75-99%,Low-quality,No
recWh9DSbnuCUZp4V,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Neutral,Accept,100%,Low-quality,No
recucRbRBXLKfwfD5,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Ads,Weak yes,Accept,75-99%,Low-quality,No
recbuWNaPAfmL5Lcp,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Strong yes,Accept,50-75%,Low-quality,No
recEB8S0JiAb2c6vQ,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak yes,Accept,75-99%,Low-quality,No
rec8K8sxowOGe62uF,No,Pandemics,Pandemics (2024 May W21),Participant,Ads,Strong yes,Accept,100%,Low-quality,No
recerjtEdxGWgALPt,No,AI Governance,AI Governance (2024 Apr W14),Participant,Unknown,Weak yes,Accept,75-99%,Low-quality,No
recj1D0weCpqhUhtU,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Weak yes,Accept,75-99%,Low-quality,No
recZ3QMOwyuusoyG5,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Weak yes,Accept,75-99%,Low-quality,No
recxdGIsj02UkDrrs,No,AI Governance,AI Governance (2023 Jun W26),Participant,Organic Search,Strong yes,Accept,50-75%,Low-quality,No
recrUb7TPNozIvrCx,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,50-75%,Med-quality,Unknown
recQcUu9CxbXrvuuu,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
recxK9vNnQRkJ2lRv,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak yes,Accept,50-75%,Med-quality,No
recStfZfu5KgeIAhl,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak yes,Accept,75-99%,Med-quality,No
reczMMkHGK1jofOh1,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Neutral,Accept,75-99%,Med-quality,No
rec3BQOrfwwEgq5Y5,Unknown,AI Alignment,AI Alignment (2024 Jun W25),Participant,Ads,Weak yes,Accept,50-75%,Med-quality,Unknown
recwEeIOpiLzhA9XO,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,Med-quality,No
recS5e3ZRscXqD7jB,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Accept,75-99%,Med-quality,No
recQPTpokIKToDFUJ,No,Pandemics,Pandemics (2023 Oct W40),Participant,Organic Social Media,Strong yes,Accept,100%,Med-quality,No
recDJoK4zLPrgT2wo,Yes,AI Governance,AI Governance (2024 Apr W14),Participant,Blogs,Weak yes,Accept,75-99%,Med-quality,Yes
recElqHu3Ea0IIgZl,No,Pandemics,Pandemics (2023 Oct W40),Participant,Unknown,Strong yes,Accept,75-99%,Med-quality,No
recVgg1PDB8E45ClN,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Weak yes,Accept,75-99%,Med-quality,No
recyf6snesmeiVg2f,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Neutral,Accept,75-99%,Med-quality,No
recxX3gYxjxnOijb9,Yes,AI Alignment,AI Alignment (2024 Jun W25),Participant,Organic Social Media,Weak yes,Accept,75-99%,Med-quality,Yes
recPaYHJenhABv0nO,Unknown,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Neutral,Accept,100%,Med-quality,Unknown
rec9BYBB2NALNmz3L,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Strong yes,Accept,75-99%,Med-quality,No
recLoxoqXcw3nJULC,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Weak yes,Accept,50-75%,Med-quality,No
recHucd6VNbsXRtS3,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,75-99%,Med-quality,No
recyGefFsj2UK4Jhz,Unknown,AI Alignment,AI Alignment (2024 Jun W25),Participant,Communities,Weak yes,Accept,100%,Med-quality,Unknown
recEnEDkkDrNut94d,No,Pandemics,Pandemics (2023 Oct W40),Participant,Other,Neutral,Accept,75-99%,Med-quality,No
reczghWsqiSEDdxHF,No,AI Governance,AI Governance (2024 Apr W14),Participant,Unknown,Neutral,Accept,50-75%,Med-quality,No
recW2VSFBd0ugztmW,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Strong yes,Accept,100%,Med-quality,No
rec9nt97qhFaXbepx,No,Pandemics,Pandemics (2024 May W21),Participant,Ads,Neutral,Accept,75-99%,Med-quality,No
recifQvnGHdkcJb6l,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Accept,75-99%,Med-quality,Yes
rec4jufprOy0Auy2v,Unknown,AI Governance,AI Governance (2024 Apr W14),Participant,Job Board,Weak yes,Accept,75-99%,Med-quality,Unknown
reccbRSJbKntnGROl,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,Med-quality,No
reccZwlXUKaB22lgy,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Accept,75-99%,Med-quality,No
recwE1D2HFpHNAQPD,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Ads,Weak yes,Accept,75-99%,Med-quality,No
recqMR6ABPkNpzzZN,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak yes,Accept,75-99%,Med-quality,Unknown
rec6ilYzPNU38LP3f,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Strong yes,Accept,25-50%,Med-quality,No
recoObmoa14tDE9dX,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Strong yes,Accept,75-99%,Med-quality,No
recCXuKKatqLAB32f,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,75-99%,Med-quality,Unknown
recPIMb2den3K7g6l,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Strong yes,Accept,50-75%,Med-quality,Yes
recqu0HSzxih2VEq5,Yes,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Strong yes,Accept,75-99%,Med-quality,Yes
rec4XG4RF3Dcynqr4,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Strong yes,Accept,50-75%,Med-quality,No
recPZQ6qQsqUBxLHt,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Mailing List,Weak yes,Accept,75-99%,Med-quality,No
recBlAbqFXwFpJiuh,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak yes,Accept,75-99%,Med-quality,No
recTkCudBNjqr7pvs,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak yes,Accept,75-99%,Med-quality,No
recVuf0xOdytnEZlf,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Unknown,Weak yes,Accept,75-99%,Med-quality,No
recI4iyokvNl9LMC6,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
recNW6qE9VAEXtKI7,Yes,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Strong yes,Accept,75-99%,Med-quality,Yes
recF1UdO81Fn6AkG3,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak yes,Accept,75-99%,Med-quality,No
recB0J50N0vvIdUg0,No,Pandemics,Pandemics (2023 Oct W40),Participant,Organic Social Media,Neutral,Accept,75-99%,Med-quality,No
rec3EOUu6vd8h25pE,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Weak yes,Accept,75-99%,Med-quality,No
recjtPgvDJ6RRSGBx,Unknown,AI Alignment,AI Alignment (2023 Jan W03),Participant,Organic Search,Strong yes,Accept,0%,Med-quality,Unknown
recdt4jkC2UJOeQv2,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,75-99%,Med-quality,Yes
recvxYTm8VVEUhqIz,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,Med-quality,Yes
rec5QVHP7s9hv6s18,No,Pandemics,Pandemics (2023 Oct W40),Participant,Other,Strong yes,Accept,50-75%,Med-quality,No
reciRB0SvK5ZOgbB9,No,Pandemics,Pandemics (2023 Oct W40),Participant,Unknown,Weak yes,Accept,75-99%,Med-quality,No
rec0I4cPGVjaGqYs2,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak yes,Accept,75-99%,Med-quality,No
recPFK1un0G8YO1gT,No,Pandemics,Pandemics (2023 Oct W40),Participant,Unknown,Weak yes,Accept,75-99%,Med-quality,No
recHxQsJb304S1seJ,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak yes,Accept,50-75%,Med-quality,Unknown
recVWaOoqC7sTZtkh,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Strong yes,Accept,75-99%,Med-quality,No
rec4SS1ddfeK1d2Y5,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Weak yes,Accept,50-75%,Med-quality,No
recxjRtoNBc2kPi5n,No,AI Governance,AI Governance (2024 Apr W14),Participant,Organic Social Media,Weak yes,Accept,50-75%,Med-quality,No
recfthhT80vA7lYdK,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Organic Social Media,Weak yes,Accept,75-99%,Med-quality,No
recMnzSaF2A103XwU,Yes,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong yes,Accept,75-99%,Med-quality,Yes
recnWZTPN5R5DCHP4,No,Pandemics,Pandemics (2024 May W21),Participant,Mailing List,Strong yes,Accept,75-99%,Med-quality,No
recGKM6eHpnS2lZHk,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Organic Search,Weak yes,Accept,75-99%,Med-quality,No
recu4666JY7bphmKy,Unknown,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,Med-quality,Unknown
recMhAa7LL70TRYVz,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
recs9vJtRzGVOm46F,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Organic Social Media,Neutral,Accept,100%,Med-quality,No
recjjuNb3H4R81iwY,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Strong yes,Accept,75-99%,Med-quality,Yes
recFe6qwSpK4CsLR7,Unknown,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Neutral,Accept,75-99%,Med-quality,Unknown
recPfaZn637elLjiO,Yes,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong yes,Accept,75-99%,Med-quality,Yes
rechI3ucx3EHn8beI,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Weak yes,Accept,75-99%,Med-quality,No
recTVjUOW8fkljypv,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,Med-quality,No
recRI1z73uCCQo9dH,No,AI Governance,AI Governance (2024 Apr W14),Participant,Organic Social Media,Strong no,Accept,75-99%,Med-quality,No
recpp2JJSZHhRAXmu,No,Pandemics,Pandemics (2024 May W21),Participant,Organic Social Media,Strong yes,Accept,75-99%,Med-quality,No
recSh3yIV3Ag04JZD,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Neutral,Accept,75-99%,Med-quality,No
recvMmOeLbwYNPahf,No,Pandemics,Pandemics (2023 Oct W40),Participant,Referral,Strong yes,Accept,75-99%,Med-quality,No
recZtAVFTIonYxJof,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Weak yes,Accept,75-99%,Med-quality,No
rec2yRPI5tZlMZpgJ,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Organic Search,Strong yes,Accept,75-99%,Med-quality,No
recMHN2RpvUiDpMJ3,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Neutral,Accept,50-75%,Med-quality,No
recP5j1Lwuufd8YgJ,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak yes,Accept,50-75%,Med-quality,No
rec7teEpl3e9ef120,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak yes,Accept,75-99%,Med-quality,No
rec4N9WPBjFZ0A5H2,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Accept,75-99%,Med-quality,No
recMbUEpj3Cy65DBj,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
reckI3tIAZbScAXMu,Yes,AI Alignment,AI Alignment (2024 Jun W25),Participant,Unknown,Weak yes,Accept,75-99%,Med-quality,Yes
recsyR8zWM6ojpKhY,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Weak yes,Accept,100%,Med-quality,No
recMzbVKxq0waSwHV,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
recDgmpafGUNbqnft,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong yes,Accept,75-99%,Med-quality,No
rec34s42cEpaUXHUN,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
recngaSnbyKQ7tKbL,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Weak yes,Accept,50-75%,Med-quality,No
recqkbNHSETGnztkw,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Strong yes,Accept,50-75%,Med-quality,No
recMVYvL3p1Id5PpL,Yes,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,75-99%,Med-quality,Yes
recLW5ZhoVeT6229a,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
recfpPtJAGRnQdwLV,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Strong yes,Accept,75-99%,Med-quality,No
recmwKAzk6uy4bXDw,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,75-99%,Med-quality,No
recLLpWtlB1WWYPTf,Yes,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Strong yes,Accept,75-99%,Med-quality,Yes
rec4SYxbqpqDAGN6m,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong no,Accept,75-99%,Med-quality,No
recreBYK9YKxjBjGg,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Weak yes,Accept,100%,Med-quality,No
recsupGmw8ip2JOTS,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
recyh5sk7V50amGEX,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
rec8lQK2ZMYTgY0lc,No,AI Governance,AI Governance (2024 Aug W33),Participant,Other,Weak yes,Accept,100%,Med-quality,No
recVitQ04Lo1Fz9eI,Yes,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,,Accept,50-75%,Med-quality,Yes
recNFU7toxlF0zWaL,Unknown,AI Alignment,AI Alignment (2024 Jun W25),Participant,Unknown,Strong yes,Accept,75-99%,Med-quality,Unknown
rec8IX7DpwqzR5Y2l,No,Pandemics,Pandemics (2023 Oct W40),Participant,Referral,Strong yes,Accept,75-99%,Med-quality,No
recNCFcTj9SPmVYCY,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,Med-quality,No
rec8vJ0AGN3Cm4Elm,Yes,AI Alignment,AI Alignment (2024 Jun W25),Participant,Mailing List,Weak yes,Accept,100%,Med-quality,Yes
recyT5kjK4xxeopDC,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak yes,Accept,75-99%,Med-quality,No
rectacmYdxKOQUPYz,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Neutral,Accept,75-99%,Med-quality,No
recOKwGXtGV3Cc6ck,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,50-75%,Med-quality,Yes
reczn948wt415LxCL,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,75-99%,Med-quality,No
recAfqkqFvhq1M4rI,Yes,AI Alignment,AI Alignment (2024 Jun W25),Participant,Ads,Weak yes,Accept,50-75%,Med-quality,Yes
recfgxmuCb9EMVKIa,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,75-99%,Med-quality,No
reclUEM77WOqcgZfV,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Strong yes,Accept,50-75%,Med-quality,No
recUM9IyBgHhARyV9,Yes,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong no,Accept,0%,Med-quality,Yes
rec1r9fQLWNENyGQ1,No,AI Governance,AI Governance (2024 Apr W14),Participant,Organic Search,Weak yes,Accept,50-75%,Med-quality,No
recPHd56JRTP6b8Bu,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,Med-quality,Yes
